"state","year","unemployment_rate"
"Louisiana",1986,12.5166666666667
"Louisiana",1987,11.825
"Louisiana",1988,10.5916666666667
"Louisiana",1989,7.85833333333333
"Louisiana",1990,6.23333333333333
"Louisiana",1991,7.24166666666667
"Louisiana",1992,7.83333333333333
"Louisiana",1993,7.45833333333333
"Louisiana",1994,7.65
"Louisiana",1995,6.86666666666667
"Louisiana",1996,6.45833333333333
"Louisiana",1997,5.88333333333333
"Louisiana",1998,5.51666666666667
"Louisiana",1999,4.975
"Louisiana",2000,5.15
"Louisiana",2001,5.6
"Louisiana",2002,5.99166666666667
"Louisiana",2003,6.28333333333333
"Louisiana",2004,5.7
"Louisiana",2005,7.05833333333333
"Louisiana",2006,4.13333333333333
"Louisiana",2007,4.09166666666667
"Louisiana",2008,4.66666666666667
"Louisiana",2009,6.79166666666667
"Louisiana",2010,7.51666666666667
"Louisiana",2011,7.43333333333333
"Louisiana",2012,6.76666666666667
"Louisiana",2013,6.41666666666667
"Louisiana",2014,6.25
"Louisiana",2015,6.29166666666667
"Louisiana",2016,6.06666666666667
"Louisiana",2017,5.10833333333333
"Louisiana",2018,4.825
"Louisiana",2019,4.625
"Louisiana",2020,8.69166666666667
"Louisiana",2021,5.6
"Louisiana",2022,3.63333333333333
"Louisiana",2023,3.64166666666667
"Louisiana",2024,4.09
"Massachusetts",1976,9.74166666666667
"Massachusetts",1977,7.86666666666667
"Massachusetts",1978,6.15833333333333
"Massachusetts",1979,5.48333333333333
"Massachusetts",1980,5.76666666666667
"Massachusetts",1981,6.39166666666667
"Massachusetts",1982,7.79166666666667
"Massachusetts",1983,6.93333333333333
"Massachusetts",1984,4.775
"Massachusetts",1985,4.15
"Massachusetts",1986,4
"Massachusetts",1987,3.34166666666667
"Massachusetts",1988,3.30833333333333
"Massachusetts",1989,4.225
"Massachusetts",1990,6.38333333333333
"Massachusetts",1991,8.85833333333333
"Massachusetts",1992,8.775
"Massachusetts",1993,7.3
"Massachusetts",1994,6.23333333333333
"Massachusetts",1995,5.45833333333333
"Massachusetts",1996,4.61666666666667
"Massachusetts",1997,4.05833333333333
"Massachusetts",1998,3.375
"Massachusetts",1999,3.28333333333333
"Massachusetts",2000,2.81666666666667
"Massachusetts",2001,3.78333333333333
"Massachusetts",2002,5.21666666666667
"Massachusetts",2003,5.73333333333333
"Massachusetts",2004,5.10833333333333
"Massachusetts",2005,4.8
"Massachusetts",2006,4.7
"Massachusetts",2007,4.51666666666667
"Massachusetts",2008,5.33333333333333
"Massachusetts",2009,8.075
"Massachusetts",2010,8.05833333333333
"Massachusetts",2011,7.225
"Massachusetts",2012,6.7
"Massachusetts",2013,6.64166666666667
"Massachusetts",2014,5.74166666666667
"Massachusetts",2015,4.79166666666667
"Massachusetts",2016,4.04166666666667
"Massachusetts",2017,3.79166666666667
"Massachusetts",2018,3.475
"Massachusetts",2019,3.025
"Massachusetts",2020,9.375
"Massachusetts",2021,5.4
"Massachusetts",2022,3.65833333333333
"Massachusetts",2023,3.34166666666667
"Massachusetts",2024,3.28
"Maryland",1976,6.55
"Maryland",1977,6.10833333333333
"Maryland",1978,5.60833333333333
"Maryland",1979,5.775
"Maryland",1980,6.6
"Maryland",1981,7.08333333333333
"Maryland",1982,8.25833333333333
"Maryland",1983,6.93333333333333
"Maryland",1984,5.34166666666667
"Maryland",1985,4.625
"Maryland",1986,4.55
"Maryland",1987,4.30833333333333
"Maryland",1988,4.175
"Maryland",1989,3.79166666666667
"Maryland",1990,4.325
"Maryland",1991,5.94166666666667
"Maryland",1992,6.53333333333333
"Maryland",1993,5.99166666666667
"Maryland",1994,5.2
"Maryland",1995,4.98333333333333
"Maryland",1996,4.93333333333333
"Maryland",1997,4.80833333333333
"Maryland",1998,4.24166666666667
"Maryland",1999,3.45833333333333
"Maryland",2000,3.51666666666667
"Maryland",2001,4.20833333333333
"Maryland",2002,4.775
"Maryland",2003,4.8
"Maryland",2004,4.61666666666667
"Maryland",2005,4.475
"Maryland",2006,4.175
"Maryland",2007,3.73333333333333
"Maryland",2008,4.525
"Maryland",2009,7.55
"Maryland",2010,7.825
"Maryland",2011,7.31666666666667
"Maryland",2012,6.86666666666667
"Maryland",2013,6.51666666666667
"Maryland",2014,5.73333333333333
"Maryland",2015,4.99166666666667
"Maryland",2016,4.29166666666667
"Maryland",2017,4
"Maryland",2018,3.81666666666667
"Maryland",2019,3.375
"Maryland",2020,6.46666666666667
"Maryland",2021,5.225
"Maryland",2022,2.98333333333333
"Maryland",2023,2.1
"Maryland",2024,2.69
"Maine",1976,8.65
"Maine",1977,8.35833333333333
"Maine",1978,6.41666666666667
"Maine",1979,6.625
"Maine",1980,7.475
"Maine",1981,7.24166666666667
"Maine",1982,8.58333333333333
"Maine",1983,8.28333333333333
"Maine",1984,6.125
"Maine",1985,5.55833333333333
"Maine",1986,5.275
"Maine",1987,4.36666666666667
"Maine",1988,3.68333333333333
"Maine",1989,4.00833333333333
"Maine",1990,5.35833333333333
"Maine",1991,7.78333333333333
"Maine",1992,7.33333333333333
"Maine",1993,6.81666666666667
"Maine",1994,6.56666666666667
"Maine",1995,5.875
"Maine",1996,5.325
"Maine",1997,5.19166666666667
"Maine",1998,4.45833333333333
"Maine",1999,4.00833333333333
"Maine",2000,3.33333333333333
"Maine",2001,3.75
"Maine",2002,4.45833333333333
"Maine",2003,5.15
"Maine",2004,4.65833333333333
"Maine",2005,4.89166666666667
"Maine",2006,4.71666666666667
"Maine",2007,4.69166666666667
"Maine",2008,5.4
"Maine",2009,8.39166666666667
"Maine",2010,8.41666666666667
"Maine",2011,7.725
"Maine",2012,7.19166666666667
"Maine",2013,6.68333333333333
"Maine",2014,5.55833333333333
"Maine",2015,4.38333333333333
"Maine",2016,3.775
"Maine",2017,3.35833333333333
"Maine",2018,3.175
"Maine",2019,2.90833333333333
"Maine",2020,5.11666666666667
"Maine",2021,4.66666666666667
"Maine",2022,2.85
"Maine",2023,2.83333333333333
"Maine",2024,3.03
"Michigan",1976,9.4
"Michigan",1977,8.225
"Michigan",1978,7.03333333333333
"Michigan",1979,7.86666666666667
"Michigan",1980,12.3
"Michigan",1981,12.375
"Michigan",1982,15.4583333333333
"Michigan",1983,14.4833333333333
"Michigan",1984,11.2333333333333
"Michigan",1985,10
"Michigan",1986,8.90833333333333
"Michigan",1987,8.39166666666667
"Michigan",1988,7.56666666666667
"Michigan",1989,7.18333333333333
"Michigan",1990,7.7
"Michigan",1991,9.28333333333333
"Michigan",1992,9.06666666666667
"Michigan",1993,7.35
"Michigan",1994,6.08333333333333
"Michigan",1995,5.31666666666667
"Michigan",1996,4.89166666666667
"Michigan",1997,4.29166666666667
"Michigan",1998,3.975
"Michigan",1999,3.74166666666667
"Michigan",2000,3.69166666666667
"Michigan",2001,5.15833333333333
"Michigan",2002,6.19166666666667
"Michigan",2003,7.09166666666667
"Michigan",2004,6.95
"Michigan",2005,6.79166666666667
"Michigan",2006,7.03333333333333
"Michigan",2007,7.08333333333333
"Michigan",2008,8.21666666666667
"Michigan",2009,13.1333333333333
"Michigan",2010,12.1916666666667
"Michigan",2011,10.0083333333333
"Michigan",2012,9.05833333333333
"Michigan",2013,8.725
"Michigan",2014,7.23333333333333
"Michigan",2015,5.425
"Michigan",2016,5.00833333333333
"Michigan",2017,4.575
"Michigan",2018,4.15833333333333
"Michigan",2019,4.05
"Michigan",2020,10.05
"Michigan",2021,5.76666666666667
"Michigan",2022,4.13333333333333
"Michigan",2023,3.89166666666667
"Michigan",2024,4.18
"Minnesota",1976,5.8
"Minnesota",1977,5.275
"Minnesota",1978,3.90833333333333
"Minnesota",1979,4.325
"Minnesota",1980,5.75833333333333
"Minnesota",1981,5.75833333333333
"Minnesota",1982,7.925
"Minnesota",1983,7.925
"Minnesota",1984,6.29166666666667
"Minnesota",1985,6.025
"Minnesota",1986,5.58333333333333
"Minnesota",1987,5.08333333333333
"Minnesota",1988,4.31666666666667
"Minnesota",1989,4.35
"Minnesota",1990,4.70833333333333
"Minnesota",1991,5.10833333333333
"Minnesota",1992,5.03333333333333
"Minnesota",1993,4.84166666666667
"Minnesota",1994,4.01666666666667
"Minnesota",1995,3.66666666666667
"Minnesota",1996,3.78333333333333
"Minnesota",1997,3.225
"Minnesota",1998,2.675
"Minnesota",1999,2.70833333333333
"Minnesota",2000,3.03333333333333
"Minnesota",2001,3.775
"Minnesota",2002,4.46666666666667
"Minnesota",2003,4.78333333333333
"Minnesota",2004,4.58333333333333
"Minnesota",2005,4.1
"Minnesota",2006,4.05833333333333
"Minnesota",2007,4.58333333333333
"Minnesota",2008,5.43333333333333
"Minnesota",2009,7.90833333333333
"Minnesota",2010,7.39166666666667
"Minnesota",2011,6.525
"Minnesota",2012,5.65
"Minnesota",2013,5.04166666666667
"Minnesota",2014,4.26666666666667
"Minnesota",2015,3.79166666666667
"Minnesota",2016,3.875
"Minnesota",2017,3.48333333333333
"Minnesota",2018,3.025
"Minnesota",2019,3.275
"Minnesota",2020,6.28333333333333
"Minnesota",2021,3.7
"Minnesota",2022,2.53333333333333
"Minnesota",2023,2.825
"Minnesota",2024,2.98
"Missouri",1976,6.18333333333333
"Missouri",1977,6.01666666666667
"Missouri",1978,4.9
"Missouri",1979,4.79166666666667
"Missouri",1980,7.18333333333333
"Missouri",1981,7.70833333333333
"Missouri",1982,9.26666666666667
"Missouri",1983,9.95833333333333
"Missouri",1984,7.375
"Missouri",1985,6.61666666666667
"Missouri",1986,6.39166666666667
"Missouri",1987,6.25
"Missouri",1988,5.7
"Missouri",1989,5.55
"Missouri",1990,5.91666666666667
"Missouri",1991,6.56666666666667
"Missouri",1992,6.175
"Missouri",1993,6.225
"Missouri",1994,5.175
"Missouri",1995,4.825
"Missouri",1996,4.70833333333333
"Missouri",1997,4.35
"Missouri",1998,4.03333333333333
"Missouri",1999,3.23333333333333
"Missouri",2000,3.41666666666667
"Missouri",2001,4.49166666666667
"Missouri",2002,5.28333333333333
"Missouri",2003,5.65833333333333
"Missouri",2004,5.875
"Missouri",2005,5.4
"Missouri",2006,4.875
"Missouri",2007,5.08333333333333
"Missouri",2008,6.21666666666667
"Missouri",2009,9.025
"Missouri",2010,9.50833333333333
"Missouri",2011,8.64166666666667
"Missouri",2012,7.19166666666667
"Missouri",2013,6.775
"Missouri",2014,6.15
"Missouri",2015,5.10833333333333
"Missouri",2016,4.55
"Missouri",2017,3.74166666666667
"Missouri",2018,3.24166666666667
"Missouri",2019,3.25
"Missouri",2020,6.21666666666667
"Missouri",2021,4.14166666666667
"Missouri",2022,2.6
"Missouri",2023,3.05833333333333
"Missouri",2024,3.59
"Mississippi",1976,6.49166666666667
"Mississippi",1977,7.20833333333333
"Mississippi",1978,6.75
"Mississippi",1979,5.73333333333333
"Mississippi",1980,7.4
"Mississippi",1981,8.51666666666667
"Mississippi",1982,11.0083333333333
"Mississippi",1983,11.9666666666667
"Mississippi",1984,10.6166666666667
"Mississippi",1985,10.4333333333333
"Mississippi",1986,11.425
"Mississippi",1987,10.05
"Mississippi",1988,8.55
"Mississippi",1989,7.90833333333333
"Mississippi",1990,7.58333333333333
"Mississippi",1991,8.39166666666667
"Mississippi",1992,7.975
"Mississippi",1993,6.73333333333333
"Mississippi",1994,6.29166666666667
"Mississippi",1995,6.2
"Mississippi",1996,5.99166666666667
"Mississippi",1997,5.7
"Mississippi",1998,5.24166666666667
"Mississippi",1999,5.10833333333333
"Mississippi",2000,5.325
"Mississippi",2001,5.49166666666667
"Mississippi",2002,6.425
"Mississippi",2003,6.14166666666667
"Mississippi",2004,6.15833333333333
"Mississippi",2005,7.6
"Mississippi",2006,6.375
"Mississippi",2007,6.15
"Mississippi",2008,6.70833333333333
"Mississippi",2009,9.35833333333333
"Mississippi",2010,10.0833333333333
"Mississippi",2011,9.775
"Mississippi",2012,8.825
"Mississippi",2013,8.49166666666667
"Mississippi",2014,7.59166666666667
"Mississippi",2015,6.48333333333333
"Mississippi",2016,5.96666666666667
"Mississippi",2017,5.23333333333333
"Mississippi",2018,4.95833333333333
"Mississippi",2019,5.5
"Mississippi",2020,8.03333333333333
"Mississippi",2021,5.45833333333333
"Mississippi",2022,3.78333333333333
"Mississippi",2023,3.2
"Mississippi",2024,2.88
"Montana",1976,5.875
"Montana",1977,6.15
"Montana",1978,5.56666666666667
"Montana",1979,5.20833333333333
"Montana",1980,6.31666666666667
"Montana",1981,6.725
"Montana",1982,8.60833333333333
"Montana",1983,8.74166666666667
"Montana",1984,7.50833333333333
"Montana",1985,7.66666666666667
"Montana",1986,7.95
"Montana",1987,7.46666666666667
"Montana",1988,6.63333333333333
"Montana",1989,5.95833333333333
"Montana",1990,6.05833333333333
"Montana",1991,6.93333333333333
"Montana",1992,6.70833333333333
"Montana",1993,6.11666666666667
"Montana",1994,5.49166666666667
"Montana",1995,5.70833333333333
"Montana",1996,5.55833333333333
"Montana",1997,5.5
"Montana",1998,5.60833333333333
"Montana",1999,5.30833333333333
"Montana",2000,4.83333333333333
"Montana",2001,4.60833333333333
"Montana",2002,4.55
"Montana",2003,4.74166666666667
"Montana",2004,4.50833333333333
"Montana",2005,4.06666666666667
"Montana",2006,3.34166666666667
"Montana",2007,3.35833333333333
"Montana",2008,4.725
"Montana",2009,7.11666666666667
"Montana",2010,7.18333333333333
"Montana",2011,6.625
"Montana",2012,5.8
"Montana",2013,5.34166666666667
"Montana",2014,4.66666666666667
"Montana",2015,4.29166666666667
"Montana",2016,4.325
"Montana",2017,4.09166666666667
"Montana",2018,3.75
"Montana",2019,3.5
"Montana",2020,5.84166666666667
"Montana",2021,3.4
"Montana",2022,2.68333333333333
"Montana",2023,2.85833333333333
"Montana",2024,3.22
"North Carolina",1976,6.19166666666667
"North Carolina",1977,5.89166666666667
"North Carolina",1978,4.54166666666667
"North Carolina",1979,4.83333333333333
"North Carolina",1980,6.425
"North Carolina",1981,6.425
"North Carolina",1982,9.24166666666667
"North Carolina",1983,8.88333333333333
"North Carolina",1984,6.575
"North Carolina",1985,5.65
"North Carolina",1986,5.30833333333333
"North Carolina",1987,4.55833333333333
"North Carolina",1988,3.7
"North Carolina",1989,3.56666666666667
"North Carolina",1990,4.11666666666667
"North Carolina",1991,5.90833333333333
"North Carolina",1992,6.25
"North Carolina",1993,5.11666666666667
"North Carolina",1994,4.41666666666667
"North Carolina",1995,4.35833333333333
"North Carolina",1996,4.34166666666667
"North Carolina",1997,3.83333333333333
"North Carolina",1998,3.53333333333333
"North Carolina",1999,3.28333333333333
"North Carolina",2000,3.75833333333333
"North Carolina",2001,5.625
"North Carolina",2002,6.925
"North Carolina",2003,6.71666666666667
"North Carolina",2004,5.85833333333333
"North Carolina",2005,5.6
"North Carolina",2006,5.13333333333333
"North Carolina",2007,5.09166666666667
"North Carolina",2008,6.20833333333333
"North Carolina",2009,11.0333333333333
"North Carolina",2010,10.7166666666667
"North Carolina",2011,10.2333333333333
"North Carolina",2012,9.51666666666667
"North Carolina",2013,7.73333333333333
"North Carolina",2014,6.10833333333333
"North Carolina",2015,5.65833333333333
"North Carolina",2016,5.1
"North Carolina",2017,4.525
"North Carolina",2018,3.99166666666667
"North Carolina",2019,3.88333333333333
"North Carolina",2020,7.28333333333333
"North Carolina",2021,4.88333333333333
"North Carolina",2022,3.68333333333333
"North Carolina",2023,3.45833333333333
"North Carolina",2024,3.62
"North Dakota",1976,3.75833333333333
"North Dakota",1977,4.44166666666667
"North Dakota",1978,4.13333333333333
"North Dakota",1979,4.18333333333333
"North Dakota",1980,4.89166666666667
"North Dakota",1981,4.925
"North Dakota",1982,5.59166666666667
"North Dakota",1983,5.875
"North Dakota",1984,5.35
"North Dakota",1985,5.45833333333333
"North Dakota",1986,5.55
"North Dakota",1987,4.95
"North Dakota",1988,4.6
"North Dakota",1989,4.28333333333333
"North Dakota",1990,4.13333333333333
"North Dakota",1991,4.36666666666667
"North Dakota",1992,4.56666666666667
"North Dakota",1993,4.275
"North Dakota",1994,3.70833333333333
"North Dakota",1995,3.31666666666667
"North Dakota",1996,3.14166666666667
"North Dakota",1997,2.95
"North Dakota",1998,2.95
"North Dakota",1999,3.14166666666667
"North Dakota",2000,2.925
"North Dakota",2001,2.83333333333333
"North Dakota",2002,3.375
"North Dakota",2003,3.475
"North Dakota",2004,3.38333333333333
"North Dakota",2005,3.30833333333333
"North Dakota",2006,3.1
"North Dakota",2007,3.01666666666667
"North Dakota",2008,3.10833333333333
"North Dakota",2009,3.91666666666667
"North Dakota",2010,3.69166666666667
"North Dakota",2011,3.35833333333333
"North Dakota",2012,2.93333333333333
"North Dakota",2013,2.89166666666667
"North Dakota",2014,2.61666666666667
"North Dakota",2015,2.78333333333333
"North Dakota",2016,3.1
"North Dakota",2017,2.60833333333333
"North Dakota",2018,2.40833333333333
"North Dakota",2019,2.14166666666667
"North Dakota",2020,4.95
"North Dakota",2021,3
"North Dakota",2022,2
"North Dakota",2023,1.88333333333333
"North Dakota",2024,2.12
"Nebraska",1976,3.15
"Nebraska",1977,3.36666666666667
"Nebraska",1978,2.96666666666667
"Nebraska",1979,2.85
"Nebraska",1980,3.80833333333333
"Nebraska",1981,4.125
"Nebraska",1982,5.5
"Nebraska",1983,5.56666666666667
"Nebraska",1984,4.49166666666667
"Nebraska",1985,5.05
"Nebraska",1986,4.83333333333333
"Nebraska",1987,4.20833333333333
"Nebraska",1988,3.44166666666667
"Nebraska",1989,2.85833333333333
"Nebraska",1990,2.375
"Nebraska",1991,2.65833333333333
"Nebraska",1992,2.86666666666667
"Nebraska",1993,2.76666666666667
"Nebraska",1994,2.61666666666667
"Nebraska",1995,2.63333333333333
"Nebraska",1996,2.66666666666667
"Nebraska",1997,2.40833333333333
"Nebraska",1998,2.50833333333333
"Nebraska",1999,2.71666666666667
"Nebraska",2000,2.79166666666667
"Nebraska",2001,3.15
"Nebraska",2002,3.68333333333333
"Nebraska",2003,3.94166666666667
"Nebraska",2004,3.90833333333333
"Nebraska",2005,3.75833333333333
"Nebraska",2006,3.04166666666667
"Nebraska",2007,2.925
"Nebraska",2008,3.25833333333333
"Nebraska",2009,4.65833333333333
"Nebraska",2010,4.7
"Nebraska",2011,4.4
"Nebraska",2012,3.88333333333333
"Nebraska",2013,3.675
"Nebraska",2014,3.25
"Nebraska",2015,2.98333333333333
"Nebraska",2016,3.06666666666667
"Nebraska",2017,2.975
"Nebraska",2018,2.925
"Nebraska",2019,3.125
"Nebraska",2020,4.275
"Nebraska",2021,2.58333333333333
"Nebraska",2022,2.14166666666667
"Nebraska",2023,2.26666666666667
"Nebraska",2024,2.58
"New Hampshire",1976,6.425
"New Hampshire",1977,5.56666666666667
"New Hampshire",1978,3.81666666666667
"New Hampshire",1979,3.13333333333333
"New Hampshire",1980,4.50833333333333
"New Hampshire",1981,5.05833333333333
"New Hampshire",1982,6.86666666666667
"New Hampshire",1983,5.5
"New Hampshire",1984,4.2
"New Hampshire",1985,3.65833333333333
"New Hampshire",1986,2.65833333333333
"New Hampshire",1987,2.20833333333333
"New Hampshire",1988,2.375
"New Hampshire",1989,3.34166666666667
"New Hampshire",1990,5.275
"New Hampshire",1991,6.8
"New Hampshire",1992,7.3
"New Hampshire",1993,6.1
"New Hampshire",1994,4.49166666666667
"New Hampshire",1995,3.825
"New Hampshire",1996,3.74166666666667
"New Hampshire",1997,3.36666666666667
"New Hampshire",1998,2.83333333333333
"New Hampshire",1999,2.75
"New Hampshire",2000,2.65
"New Hampshire",2001,3.39166666666667
"New Hampshire",2002,4.49166666666667
"New Hampshire",2003,4.46666666666667
"New Hampshire",2004,3.8
"New Hampshire",2005,3.625
"New Hampshire",2006,3.53333333333333
"New Hampshire",2007,3.525
"New Hampshire",2008,3.76666666666667
"New Hampshire",2009,6.14166666666667
"New Hampshire",2010,6.08333333333333
"New Hampshire",2011,5.45
"New Hampshire",2012,5.46666666666667
"New Hampshire",2013,5.25
"New Hampshire",2014,4.325
"New Hampshire",2015,3.39166666666667
"New Hampshire",2016,2.88333333333333
"New Hampshire",2017,2.80833333333333
"New Hampshire",2018,2.625
"New Hampshire",2019,2.575
"New Hampshire",2020,6.74166666666667
"New Hampshire",2021,3.40833333333333
"New Hampshire",2022,2.275
"New Hampshire",2023,2.16666666666667
"New Hampshire",2024,2.55
"New Jersey",1976,10.3916666666667
"New Jersey",1977,9.30833333333333
"New Jersey",1978,7.25833333333333
"New Jersey",1979,6.86666666666667
"New Jersey",1980,7.14166666666667
"New Jersey",1981,7.53333333333333
"New Jersey",1982,8.7
"New Jersey",1983,8.19166666666667
"New Jersey",1984,6.28333333333333
"New Jersey",1985,5.63333333333333
"New Jersey",1986,5.025
"New Jersey",1987,4.03333333333333
"New Jersey",1988,3.775
"New Jersey",1989,4.04166666666667
"New Jersey",1990,5.05833333333333
"New Jersey",1991,6.78333333333333
"New Jersey",1992,8.5
"New Jersey",1993,7.75
"New Jersey",1994,6.83333333333333
"New Jersey",1995,6.40833333333333
"New Jersey",1996,6.15
"New Jersey",1997,5.31666666666667
"New Jersey",1998,4.59166666666667
"New Jersey",1999,4.4
"New Jersey",2000,3.65833333333333
"New Jersey",2001,4.25833333333333
"New Jersey",2002,5.775
"New Jersey",2003,5.825
"New Jersey",2004,4.925
"New Jersey",2005,4.44166666666667
"New Jersey",2006,4.63333333333333
"New Jersey",2007,4.225
"New Jersey",2008,5.45
"New Jersey",2009,8.95833333333333
"New Jersey",2010,9.65833333333333
"New Jersey",2011,9.35
"New Jersey",2012,9.38333333333333
"New Jersey",2013,8.375
"New Jersey",2014,6.73333333333333
"New Jersey",2015,5.71666666666667
"New Jersey",2016,4.94166666666667
"New Jersey",2017,4.53333333333333
"New Jersey",2018,4
"New Jersey",2019,3.46666666666667
"New Jersey",2020,9.46666666666667
"New Jersey",2021,6.68333333333333
"New Jersey",2022,3.88333333333333
"New Jersey",2023,4.43333333333333
"New Jersey",2024,4.76
"New Mexico",1976,8.71666666666667
"New Mexico",1977,7.73333333333333
"New Mexico",1978,6.19166666666667
"New Mexico",1979,6.66666666666667
"New Mexico",1980,7.60833333333333
"New Mexico",1981,7.225
"New Mexico",1982,9.03333333333333
"New Mexico",1983,9.70833333333333
"New Mexico",1984,7.71666666666667
"New Mexico",1985,8.575
"New Mexico",1986,9.23333333333333
"New Mexico",1987,8.925
"New Mexico",1988,7.59166666666667
"New Mexico",1989,6.75
"New Mexico",1990,6.675
"New Mexico",1991,7.26666666666667
"New Mexico",1992,7.31666666666667
"New Mexico",1993,7.28333333333333
"New Mexico",1994,6.53333333333333
"New Mexico",1995,6.65
"New Mexico",1996,7.48333333333333
"New Mexico",1997,6.43333333333333
"New Mexico",1998,6.24166666666667
"New Mexico",1999,5.6
"New Mexico",2000,5.025
"New Mexico",2001,4.95833333333333
"New Mexico",2002,5.48333333333333
"New Mexico",2003,5.9
"New Mexico",2004,5.55833333333333
"New Mexico",2005,5.18333333333333
"New Mexico",2006,4.23333333333333
"New Mexico",2007,3.59166666666667
"New Mexico",2008,4.3
"New Mexico",2009,7.05
"New Mexico",2010,7.775
"New Mexico",2011,7.21666666666667
"New Mexico",2012,6.96666666666667
"New Mexico",2013,6.90833333333333
"New Mexico",2014,6.59166666666667
"New Mexico",2015,6.6
"New Mexico",2016,6.75
"New Mexico",2017,6.04166666666667
"New Mexico",2018,4.925
"New Mexico",2019,4.95833333333333
"New Mexico",2020,7.925
"New Mexico",2021,7.06666666666667
"New Mexico",2022,4.05833333333333
"New Mexico",2023,3.75
"New Mexico",2024,3.98
"Nevada",1976,8.825
"Nevada",1977,6.76666666666667
"Nevada",1978,4.41666666666667
"Nevada",1979,4.86666666666667
"Nevada",1980,6.31666666666667
"Nevada",1981,7.31666666666667
"Nevada",1982,10.05
"Nevada",1983,9.84166666666667
"Nevada",1984,7.65833333333333
"Nevada",1985,7.475
"Nevada",1986,6.38333333333333
"Nevada",1987,6.2
"Nevada",1988,5.24166666666667
"Nevada",1989,4.65833333333333
"Nevada",1990,4.7
"Nevada",1991,5.9
"Nevada",1992,6.8
"Nevada",1993,6.9
"Nevada",1994,6.24166666666667
"Nevada",1995,5.56666666666667
"Nevada",1996,5.05833333333333
"Nevada",1997,4.375
"Nevada",1998,4.175
"Nevada",1999,3.96666666666667
"Nevada",2000,4.11666666666667
"Nevada",2001,5.19166666666667
"Nevada",2002,5.68333333333333
"Nevada",2003,5.28333333333333
"Nevada",2004,4.45833333333333
"Nevada",2005,4.125
"Nevada",2006,4.06666666666667
"Nevada",2007,4.59166666666667
"Nevada",2008,6.88333333333333
"Nevada",2009,11.725
"Nevada",2010,13.7333333333333
"Nevada",2011,13.3166666666667
"Nevada",2012,11.6083333333333
"Nevada",2013,9.96666666666667
"Nevada",2014,8.15833333333333
"Nevada",2015,6.85
"Nevada",2016,5.80833333333333
"Nevada",2017,4.98333333333333
"Nevada",2018,4.38333333333333
"Nevada",2019,4.15
"Nevada",2020,13.7166666666667
"Nevada",2021,6.83333333333333
"Nevada",2022,5.2
"Nevada",2023,5.14166666666667
"Nevada",2024,5.32
"New York",1976,10.2083333333333
"New York",1977,9.16666666666667
"New York",1978,7.70833333333333
"New York",1979,7.1
"New York",1980,7.43333333333333
"New York",1981,7.55833333333333
"New York",1982,8.7
"New York",1983,8.88333333333333
"New York",1984,7.225
"New York",1985,6.6
"New York",1986,6.21666666666667
"New York",1987,4.79166666666667
"New York",1988,4.23333333333333
"New York",1989,4.86666666666667
"New York",1990,5.35
"New York",1991,7.30833333333333
"New York",1992,8.68333333333333
"New York",1993,7.925
"New York",1994,6.91666666666667
"New York",1995,6.33333333333333
"New York",1996,6.25833333333333
"New York",1997,6.4
"New York",1998,5.6
"New York",1999,5.18333333333333
"New York",2000,4.50833333333333
"New York",2001,4.875
"New York",2002,6.2
"New York",2003,6.4
"New York",2004,5.79166666666667
"New York",2005,4.95833333333333
"New York",2006,4.53333333333333
"New York",2007,4.43333333333333
"New York",2008,5.40833333333333
"New York",2009,8.36666666666667
"New York",2010,8.71666666666667
"New York",2011,8.35833333333333
"New York",2012,8.625
"New York",2013,7.79166666666667
"New York",2014,6.29166666666667
"New York",2015,5.23333333333333
"New York",2016,4.875
"New York",2017,4.63333333333333
"New York",2018,4.1
"New York",2019,3.85833333333333
"New York",2020,9.89166666666667
"New York",2021,7.09166666666667
"New York",2022,4.325
"New York",2023,4.20833333333333
"New York",2024,4.33
"Ohio",1976,7.725
"Ohio",1977,6.45833333333333
"Ohio",1978,5.51666666666667
"Ohio",1979,5.86666666666667
"Ohio",1980,8.31666666666667
"Ohio",1981,9.56666666666667
"Ohio",1982,12.575
"Ohio",1983,12.35
"Ohio",1984,9.46666666666667
"Ohio",1985,8.91666666666667
"Ohio",1986,8.31666666666667
"Ohio",1987,7.10833333333333
"Ohio",1988,6.01666666666667
"Ohio",1989,5.575
"Ohio",1990,5.79166666666667
"Ohio",1991,6.53333333333333
"Ohio",1992,7.39166666666667
"Ohio",1993,6.675
"Ohio",1994,5.66666666666667
"Ohio",1995,4.86666666666667
"Ohio",1996,4.99166666666667
"Ohio",1997,4.625
"Ohio",1998,4.35
"Ohio",1999,4.325
"Ohio",2000,4.11666666666667
"Ohio",2001,4.375
"Ohio",2002,5.79166666666667
"Ohio",2003,6.21666666666667
"Ohio",2004,6.25
"Ohio",2005,5.93333333333333
"Ohio",2006,5.41666666666667
"Ohio",2007,5.60833333333333
"Ohio",2008,6.6
"Ohio",2009,10.1416666666667
"Ohio",2010,10.2666666666667
"Ohio",2011,8.81666666666667
"Ohio",2012,7.40833333333333
"Ohio",2013,7.45833333333333
"Ohio",2014,5.8
"Ohio",2015,4.95
"Ohio",2016,5.075
"Ohio",2017,4.96666666666667
"Ohio",2018,4.5
"Ohio",2019,4.175
"Ohio",2020,8.26666666666667
"Ohio",2021,5.15833333333333
"Ohio",2022,3.99166666666667
"Ohio",2023,3.525
